FIRE_ID,LATITUDE,LONGITUDE,IGN_DATE,SIZE_HA,OBJECTID
239,56.5658,-120.8665,20170603000000,0.009,244
355,57.3910,-120.0188,20170623000000,0.001,245
389,56.8560,-121.3485,20170625000000,0.250,246
112,58.5935,-120.3565,20170518000000,1.800,247
192,58.5254,-122.9015,20170529000000,0.009,248
194,58.6517,-122.8544,20170529000000,0.009,249
197,57.8461,-122.6750,20170530000000,0.100,250
198,58.4114,-121.6927,20170530000000,0.900,251
199,58.3896,-121.8424,20170530000000,0.050,252
200,59.4974,-123.1785,20170520000000,0.009,253
201,59.2989,-123.1419,20170530000000,5.620,254
202,59.2485,-122.4978,20170530000000,3.000,255
204,58.6173,-122.9802,20170530000000,0.500,256
205,58.3930,-121.8510,20170530000000,0.020,257
207,58.4593,-122.1907,20170530000000,5.500,258
208,59.2048,-122.5297,20170530000000,13.600,259
209,59.2185,-122.5764,20170530000000,5.630,260
210,59.2892,-122.5003,20170530000000,22.700,261
212,59.1964,-122.5276,20170530000000,0.009,262
268,58.7260,-122.8527,20170606000000,1.700,263
996,50.6432,-117.4493,20170710000000,0.009,526
997,50.6318,-117.4484,20170710000000,0.009,527
998,50.6666,-117.3697,20170710000000,0.004,528
1011,49.6984,-117.9091,20170711000000,0.009,529
1027,49.3580,-118.0740,20170712000000,0.010,530
1038,49.5119,-118.2125,20170712000000,0.003,531
1042,50.1311,-118.1499,20170712000000,20.000,532
1055,49.4961,-118.1743,20170713000000,0.140,533
1060,49.3776,-117.7121,20170713000000,0.025,534
1064,49.7650,-118.2114,20170713000000,0.060,535
1070,49.2452,-117.6113,20170713000000,0.200,536
1071,49.6787,-117.7011,20170713000000,0.009,537
1075,50.6369,-117.7915,20170713000000,0.300,538
1080,49.7773,-117.7594,20170714000000,9.000,539
1083,49.4396,-118.1672,20170714000000,0.200,540
1086,49.1354,-117.7768,20170714000000,0.060,541
1104,50.7042,-117.7604,20170715000000,0.009,542
1113,49.7202,-117.9303,20170715000000,0.600,543
1117,50.6581,-117.5884,20170715000000,0.010,544
1121,50.6811,-117.7282,20170715000000,0.010,545
1127,50.3107,-118.0916,20170716000000,0.200,546
1218,49.5188,-118.0238,20170720000000,10.000,547
1220,50.7892,-117.7955,20170720000000,0.003,548
1222,49.2358,-118.0600,20170720000000,0.003,549
1224,49.7183,-118.0948,20170720000000,0.010,550
1228,49.7494,-118.1879,20170720000000,0.090,551
1232,50.2032,-118.0958,20170720000000,0.100,552
1240,50.1155,-117.6924,20170720000000,0.270,553
1246,50.6232,-117.5499,20170720000000,0.009,554
1250,50.5616,-117.4258,20170720000000,0.020,555
1257,49.8102,-117.4622,20170721000000,0.040,556
1258,50.5761,-117.6862,20170721000000,0.009,557
1265,51.0806,-117.5768,20170721000000,0.600,558
1276,50.1205,-117.5468,20170722000000,0.010,559
1289,50.7186,-117.8441,20170723000000,0.040,560
1305,50.0371,-117.7712,20170723000000,0.400,561
1317,50.5581,-117.8530,20170723000000,0.030,562
1331,50.0104,-118.2407,20170724000000,0.068,563
1352,50.7647,-117.7231,20170725000000,0.009,564
1370,49.9999,-117.6437,20170726000000,0.300,565
1374,50.0515,-117.7058,20170726000000,0.010,566
1428,49.3518,-118.1851,20170729000000,0.194,567
425,49.2519,-118.9040,20170627000000,0.009,568
573,49.2346,-119.1010,20170703000000,0.400,569
605,49.6624,-118.7932,20170705000000,0.800,570
612,49.6652,-118.7913,20170705000000,0.002,571
634,49.2617,-118.9272,20170706000000,0.009,572
989,49.7739,-118.3040,20170710000000,0.002,573
1030,49.2534,-119.0044,20170712000000,1.000,574
1229,49.3471,-118.5132,20170720000000,0.040,575
1324,49.3195,-118.8774,20170724000000,0.900,576
1394,49.0301,-119.1716,20170728000000,0.100,577
186,49.1705,-116.5328,20170528000000,0.750,578
394,49.6699,-116.9739,20170626000000,0.080,579
396,49.5451,-116.8612,20170626000000,0.009,580
423,50.5509,-117.3669,20170627000000,0.625,581
607,49.1382,-116.5354,20170705000000,0.600,582
961,49.2929,-116.6554,20170710000000,0.009,583
992,49.6459,-117.2548,20170710000000,0.040,584
999,50.4172,-117.1521,20170710000000,0.014,585
1000,50.3717,-116.7139,20170710000000,70.000,586
1001,50.2199,-116.9971,20170710000000,0.005,587
1039,49.1217,-115.9226,20170712000000,0.009,588
1051,49.6330,-117.1505,20170713000000,0.100,589
1077,49.1034,-116.9578,20170713000000,0.009,590
1078,50.1254,-116.7983,20170714000000,149.000,591
1093,49.9276,-117.0820,20170714000000,1.100,592
565,50.8031,-119.6948,20170703000000,0.009,329
824,51.4269,-119.0096,20170708000000,1.500,330
954,50.6702,-119.2483,20170709000000,0.009,331
955,51.5577,-118.8776,20170709000000,1.500,332
956,51.5979,-118.9447,20170707000000,0.009,333
957,51.6065,-118.9478,20170709000000,1.500,334
958,51.6160,-118.9413,20170709000000,6.000,335
959,51.5985,-118.9117,20170709000000,0.800,336
1176,51.1148,-118.9506,20170718000000,0.300,337
1207,50.6575,-118.7973,20170720000000,0.900,338
1208,50.8508,-118.4996,20170719000000,1.500,339
1233,51.0712,-118.9796,20170720000000,0.009,340
1239,50.9872,-119.1291,20170720000000,8.000,341
1244,50.6029,-118.8458,20170720000000,0.009,342
1261,51.2307,-118.8360,20170721000000,0.200,343
1263,51.0176,-119.2079,20170720000000,0.009,344
1272,51.1865,-118.8434,20170722000000,0.009,345
1280,51.2366,-118.6861,20170716000000,0.009,346
1288,50.9429,-119.1125,20170723000000,0.009,347
1299,50.8432,-118.4971,20170719000000,0.009,348
1337,51.1635,-118.7462,20170725000000,0.009,349
1387,50.7532,-119.5963,20170727000000,0.800,350
1399,51.3864,-118.7389,20170728000000,0.200,351
1421,51.1793,-118.9355,20170729000000,0.009,352
145,50.2926,-118.9830,20170523000000,4.700,353
147,50.2187,-119.1944,20170523000000,1.000,354
278,50.4300,-119.6194,20170606000000,0.100,355
345,50.1901,-119.3329,20170622000000,0.009,356
386,49.9936,-119.3315,20170625000000,0.009,357
398,50.0592,-119.2224,20170625000000,0.009,358
849,50.1112,-119.3159,20170708000000,0.400,359
867,50.4212,-119.6813,20170708000000,0.600,360
868,50.4305,-119.6804,20170708000000,0.009,361
871,50.4472,-119.6615,20170708000000,0.009,362
1004,50.0332,-119.3451,20170711000000,0.009,363
1118,50.0233,-119.4363,20170715000000,55.000,364
1295,50.4997,-119.6893,20170723000000,0.100,365
1296,50.5107,-119.7084,20170723000000,0.010,366
1309,50.3882,-118.7738,20170723000000,0.009,367
86,49.5062,-119.5148,20170506000000,0.009,368
119,49.0224,-119.5066,20170520000000,0.009,369
135,50.0115,-119.3986,20170523000000,0.009,370
171,49.4176,-119.8238,20170527000000,0.009,371
314,49.9478,-119.5005,20170613000000,2.000,372
359,49.6835,-119.7247,20170623000000,0.009,373
364,49.7161,-119.8026,20170624000000,0.530,374
392,49.4157,-119.5727,20170625000000,0.630,375
434,49.1914,-119.7255,20170627000000,116.000,376
588,49.3777,-119.5803,20170704000000,6.500,377
630,49.1839,-119.7853,20170706000000,1.200,378
1017,49.7191,-119.7614,20170711000000,0.009,379
1123,49.7702,-119.9695,20170715000000,0.009,380
1146,49.8759,-119.7052,20170716000000,0.009,381
1197,50.1398,-119.7901,20170719000000,1.000,382
1211,49.5078,-119.6356,20170720000000,0.500,383
1316,49.5817,-119.7735,20170724000000,0.300,384
1327,50.1141,-119.8249,20170724000000,0.190,385
1406,48.8531,-120.3986,20170728000000,0.009,386
1418,49.5567,-119.5665,20170729000000,0.200,387
1448,49.9061,-119.4790,20170730000000,0.700,388
45,50.1488,-120.8770,20170422000000,0.600,389
227,49.9379,-120.7222,20170530000000,0.009,390
384,50.2946,-120.3096,20170625000000,0.009,391
429,49.8000,-120.7850,20170627000000,0.100,392
457,50.1343,-121.0182,20170629000000,0.100,393
599,49.3931,-120.4935,20170704000000,0.009,394
643,49.5722,-120.5787,20170707000000,3300.000,395
669,49.6602,-121.0171,20170707000000,0.200,396
852,49.5652,-120.1427,20170708000000,1.000,397
865,50.1033,-121.0434,20170708000000,0.009,398
907,50.0195,-120.8140,20170708000000,0.600,399
913,50.0698,-120.6487,20170709000000,0.009,400
953,49.3395,-120.0551,20170709000000,2.100,401
1062,49.5699,-120.1379,20170713000000,0.009,402
1417,49.8974,-120.9132,20170729000000,0.100,403
1,50.2925,-121.6444,20170401000000,8.700,404
21,50.2691,-121.5977,20170411000000,0.300,405
22,50.2699,-121.5989,20170414000000,0.070,406
111,50.2818,-121.6161,20170518000000,0.100,407
149,50.1065,-121.5541,20170523000000,0.009,408
181,50.5961,-121.7907,20170528000000,30.000,409
188,50.2565,-121.4093,20170528000000,6.000,410
348,50.2269,-121.5804,20170623000000,0.200,411
350,50.8405,-121.8623,20170623000000,0.100,412
450,50.1218,-121.7403,20170628000000,0.050,413
469,50.6711,-121.9582,20170630000000,0.009,414
1205,50.6880,-121.9373,20170720000000,1.000,415
1366,50.3363,-121.3969,20170726000000,20.000,416
106,49.7974,-115.7767,20170513000000,0.300,417
117,49.8165,-115.6314,20170520000000,0.009,418
244,49.6846,-115.6387,20170604000000,0.002,419
304,49.6284,-115.7425,20170610000000,1.000,420
382,49.7106,-115.1804,20170625000000,34.140,421
431,49.7674,-115.8322,20170627000000,0.100,422
433,49.8219,-115.7593,20170627000000,0.045,423
446,49.5546,-115.9558,20170628000000,0.250,424
477,50.0834,-114.9196,20170701000000,0.009,425
485,49.9898,-114.9685,20170701000000,0.010,426
496,49.6466,-115.8893,20170701000000,0.010,427
505,49.9864,-114.9321,20170702000000,0.009,428
508,49.6012,-115.7493,20170702000000,4.100,429
534,49.0797,-115.2295,20170702000000,0.200,430
802,49.3112,-115.3552,20170708000000,0.009,431
914,49.4894,-115.8501,20170709000000,0.062,432
1009,49.8115,-115.9452,20170711000000,0.040,433
1057,49.3230,-116.0675,20170713000000,0.800,434
1069,49.3013,-115.3940,20170713000000,0.030,435
1098,49.6032,-115.8558,20170714000000,0.009,436
1163,49.5536,-115.5381,20170717000000,0.300,437
1189,49.3257,-114.6246,20170719000000,10.500,438
1342,49.2052,-115.2535,20170725000000,0.009,439
1347,49.0326,-115.5429,20170725000000,39.000,440
1416,49.2263,-115.9082,20170729000000,0.010,441
110,49.9360,-115.7480,20170516000000,0.009,442
118,50.5351,-116.1018,20170520000000,0.300,443
162,50.1260,-115.8150,20170526000000,0.020,444
235,50.1716,-115.8835,20170602000000,0.830,445
240,50.1396,-115.9649,20170603000000,0.200,446
297,50.1284,-115.8876,20170608000000,0.009,447
436,50.7212,-116.0519,20170627000000,0.010,448
437,50.3510,-115.5906,20170627000000,0.009,449
470,50.1039,-115.7947,20170701000000,0.010,450
506,50.7341,-116.1674,20170702000000,0.010,451
514,50.2717,-115.6560,20170702000000,0.020,452
520,50.1501,-115.6781,20170702000000,0.010,453
576,50.2029,-115.7205,20170703000000,0.009,454
583,50.4087,-115.6597,20170704000000,0.130,455
587,50.1530,-115.6637,20170704000000,4.400,456
628,50.4752,-115.6479,20170706000000,0.700,457
972,50.7118,-116.0327,20170710000000,0.009,458
976,50.9287,-116.6728,20170710000000,0.020,459
982,49.9560,-115.9427,20170710000000,0.009,460
1013,50.2341,-115.9066,20170711000000,0.009,461
1028,50.2503,-115.6667,20170712000000,0.100,462
1029,49.9723,-115.7469,20170712000000,1.000,463
1135,50.5305,-116.1481,20170716000000,0.020,464
1173,50.9893,-115.8298,20170715000000,4833.000,465
1215,51.1097,-116.8225,20170720000000,0.009,466
1227,51.1421,-116.9974,20170720000000,1.100,467
1235,50.8073,-116.1896,20170720000000,0.009,468
1322,50.1187,-115.8121,20170724000000,0.009,469
1341,50.1207,-115.6892,20170725000000,0.010,470
1349,50.1685,-115.2449,20170725000000,2.900,471
1350,50.2274,-115.4489,20170725000000,0.160,472
1371,50.1251,-115.4399,20170726000000,0.010,473
1402,50.2993,-115.7263,20170728000000,0.800,474
1420,50.3195,-115.2307,20170729000000,280.000,475
1451,50.0209,-115.7533,20170730000000,150.000,476
31,51.3226,-117.0155,20170417000000,0.009,477
